date,open,high,low,close,volume
2019-03-22,8.63,8.67,8.52,8.54,41963991
2019-03-25,8.56,8.65,8.47,8.51,45849484
2019-03-26,8.54,8.76,8.54,8.76,47852114
2019-03-27,8.75,8.86,8.62,8.62,39895763
2019-03-28,8.65,8.83,8.64,8.77,38914696
2019-03-29,8.8,8.89,8.71,8.78,33962755
2019-04-01,8.86,9.0,8.86,8.98,45653096
2019-04-02,8.95,9.03,8.91,9.01,30699413
2019-04-03,9.07,9.27,9.06,9.13,56663558
2019-04-04,9.21,9.3,9.18,9.24,39483120
2019-04-05,9.17,9.27,9.08,9.25,37854698
2019-04-08,9.18,9.32,9.17,9.3,26221135
2019-04-09,9.27,9.36,9.17,9.21,29879089
2019-04-10,9.23,9.35,9.2,9.33,28469482
2019-04-11,9.35,9.41,9.33,9.39,26488106
2019-04-12,9.47,9.6,9.44,9.45,38646020
2019-04-15,9.48,9.5,9.26,9.33,41206747
2019-04-16,9.32,9.4,9.24,9.36,40949992
2019-04-17,9.4,9.58,9.39,9.5,30688316
2019-04-18,9.52,9.62,9.48,9.55,29843042
